city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)",daylight_hours,Filename,Caption,Detected Objects_x,Entity Labels,Entity Texts,GeoTopic Name,GeoTopic Latitude,GeoTopic Longitude,Detected Objects_y
Mount Baldy,United States,"has a ghost of a man wearing all white. He seems to be from back in the mining days. He is wearing a white suit, with a white hat. He has a mustache as well.",Ski Lifts,California,CA,-117.6219104,34.2700828,-117.6589752,34.2363809,False,True,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,has_a_ghost_of_a_man_wearing_all_white__He_seems_t.png,a man in a suit and tie standing in a room .,"suit, suit of clothes (0.39), mask (0.24), lab coat, laboratory coat (0.05), pajama, pyjama, pj's, jammies (0.04), Windsor tie (0.03)",['DATE'],['the mining days'],,,,"suit, suit of clothes (0.39), mask (0.24), lab coat, laboratory coat (0.05), pajama, pyjama, pj's, jammies (0.04), Windsor tie (0.03)"
Montebello,United States,back in the late 80's a woman was hung in the c building. Now if you walk by C building late at night it is said that you can hear a woman struggling. In the auditorium when the lights are turned off and you are by yourself you can hear people laughing at you and hear mysterious footsteps.,Montebello high school,California,CA,-118.1228745,34.0156404,-118.1137535,34.0165053,True,False,2025/01/01,0,Night,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,back_in_the_late_80_s_a_woman_was_hung_in_the_c_bu.png,a black and white photo of a man in a mirror,"shoji (0.80), sliding door (0.11)","['DATE', 'TIME']","[""the late 80's"", 'late at night']",,,,"shoji (0.80), sliding door (0.11)"
Mountain View,United States,"There are several building on the old Naval Base that are reported to be haunted. One is the old infirmary, which was built in the 1930's. When the base was still operated by the Navy, Security Police Officers would check the building at night and reported seeing a little girl dressed in old style clothing inside staring at them.",Moffett Field,California,CA,-122.0540996,37.4112691,-122.0838511,37.3860517,False,True,2014/11/10,1,Night,"Ghost (Male, officer)",Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,There_are_several_building_on_the_old_Naval_Base_t.png,a black and white photo of a brick building,"church, church building (0.43), prison, prison house (0.19), monastery (0.06), picket fence, paling (0.02)","['PERSON', 'CARDINAL', 'DATE', 'ORG', 'ORG', 'TIME']","['Naval Base', 'One', '1930', 'Navy', 'Security Police Officers', 'night']",Moffett Field Naval Air Station (historical),37.415,-122.04806,"church, church building (0.43), prison, prison house (0.19), monastery (0.06), picket fence, paling (0.02)"
Murrieta,United States,"Boston Scientific Company - Witnesses report a ghost of a young girl around the office area between the cubicles. There are no kids allowed or anyone allowed in those spaces would have to officially check in the front office area. Also, in the woman's restroom next to the lunchroom, people have sighted the faucet turning on and off on it's own. If you are there alone in the restroom, you can hear in the last stall someone unrolling the toilet paper. In the clean room, items coming out of the bio machine have been thrown straight across the room and you can also feel someone blowing in your ear.",French Valley,California,CA,-117.1699011,33.5301568,-117.2139232,33.5539143,True,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Boston_Scientific_Company___Witnesses_report_a_gho.png,a kitchen with a large window and a sink .,"library (0.12), shoji (0.12), prison, prison house (0.09), sliding door (0.04), home theater, home theatre (0.03)",['ORG'],['Boston Scientific Company - Witnesses'],French Valley Airport,33.57552,-117.1292,"library (0.12), shoji (0.12), prison, prison house (0.09), sliding door (0.04), home theater, home theatre (0.03)"
Murrieta,United States,"March 2005 Update/Correction: This has been boarded up due to vandalism. It is also belived this is turning into an urben legend. There is no proof of any certain trauma at this this place.- All the windows and doors on ground level are cemented up, so you cannot enter the building, and there are no stairs inside. On some nights you can see a girl about 15-18yrs old sitting on the ledge of the middle top window wearing a light blue dress. If you look up at her a feeling of sadness comes over you and your eyes get a little teary.",KEA Milling,California,CA,-117.2192837,33.5528599,-117.2139232,33.5539143,False,True,2005/03/13,0,Night,Unknown (Male),Violence,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,March_2005_Update_Correction__This_has_been_boarde.png,a black and white photo of a fire hydrant .,"birdhouse (0.72), church, church building (0.05), beacon, lighthouse, beacon light, pharos (0.03), barn (0.02), picket fence, paling (0.02)","['DATE', 'ORG', 'DATE', 'CARDINAL']","['March 2005', 'Update/Correction', 'some nights', 'about 15-18yrs']",,,,"birdhouse (0.72), church, church building (0.05), beacon, lighthouse, beacon light, pharos (0.03), barn (0.02), picket fence, paling (0.02)"
Murrieta,United States,Apparitions of kids and equipment moves.,Murrieta Valley High school,California,CA,-117.2307136,33.5640069,-117.2139232,33.5539143,False,False,2025/01/01,0,Unknown,Ghost (Child),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Apparitions_of_kids_and_equipment_moves_.png,a black and white photo of a living room,"barber chair (0.19), barbershop (0.08), radiator (0.07), space heater (0.06), prayer rug, prayer mat (0.03)",,,,,,"barber chair (0.19), barbershop (0.08), radiator (0.07), space heater (0.06), prayer rug, prayer mat (0.03)"
Napa,United States,"is said to be haunted by two ghosts that look like a couple. There is one spat in the last theater room in the building that gets cold enough to shed ice aver your coke, when you sit there you also feel like someone is watching you",The Napa Cinadome,California,CA,-122.2799322,38.2829554,-122.286865,38.2975381,False,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,is_said_to_be_haunted_by_two_ghosts_that_look_like.png,a woman is standing in front of a mirror .,"abaya (0.48), cloak (0.15), gown (0.07), shower curtain (0.06), vestment (0.05)","['CARDINAL', 'CARDINAL']","['two', 'one']",,,,"abaya (0.48), cloak (0.15), gown (0.07), shower curtain (0.06), vestment (0.05)"
Nevada City,United States,"Apparent hauntings occur here. Built in the late 1800's the building was restored recently with the exception of the left wing. Lights flicker, cold spots and creepy feeling in this wing of the building. The hotel has hosted miners and tourists who come looking for hauntings.",The National Hotel,California,CA,-121.0179185,39.2622052,-121.0160594,39.2615606,False,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Apparent_hauntings_occur_here__Built_in_the_late_1.png,a group of people sitting on a bench in front of a building .,"vault (0.69), palace (0.12), restaurant, eating house, eating place, eatery (0.03), prison, prison house (0.02), monastery (0.02)","['DATE', 'NORP']","[""the late 1800's"", 'creepy']",The National Hotel & Suites,45.41802,-75.70615,"vault (0.69), palace (0.12), restaurant, eating house, eating place, eatery (0.03), prison, prison house (0.02), monastery (0.02)"
Newberry Park,United States,"The Stagecoach Inn is an original stage stop and hotel. Pierre was killed in the original Inn. When the Inn burned to the ground in 1969, or so, it was re-built in another location using the original blueprints. It seems Pierre moved with the Inn. Pierre's room is colder than the rest of the upstairs, the docents have opened the Inn in the morning to find the upstairs runner rugs rolled up, the books in the upstairs library stacked on the floor, the sound of someone walking upstairs can be heard downstairs when no one is on the upper level. Several docents refuse to work upstairs; they feel like they are being stared at. A man has been seen several times looking out of an upstairs windows. There have been several reports of conversations with an older, oddly dressed man who vanishes when turned away from.",Stage Coach Inn,California,CA,-118.912092,34.178351,-118.9070887,34.1805403,True,True,2025/05/13,1,Morning,Other (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,The_Stagecoach_Inn_is_an_original_stage_stop_and_h.png,a black and white photo of a building,"boathouse (0.62), picket fence, paling (0.06), beacon, lighthouse, beacon light, pharos (0.03), lakeside, lakeshore (0.03), church, church building (0.02)","['PERSON', 'PERSON', 'PERSON', 'DATE', 'ORG', 'PERSON', 'PERSON', 'PERSON']","['Pierre', 'Inn', 'Inn', '1969', 'Pierre', 'Inn', 'Pierre', 'Inn']",Stage Coach Inn,30.14355,-96.25746,"boathouse (0.62), picket fence, paling (0.06), beacon, lighthouse, beacon light, pharos (0.03), lakeside, lakeshore (0.03), church, church building (0.02)"
Newberry Springs,United States,"The spirit of the ""hatchet lady"" is said to roam the river bottom at night with hatchet in hand. It is said she is the cause for many people's disappearances when they walked near the river bottom at night",Mojave dry river bottom from Minneola Rd to Harvard Rd,California,CA,,,-116.6889227,34.8286042,False,False,2025/01/01,0,Night,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,The_spirit_of_the__hatchet_lady__is_said_to_roam_t.png,a black and white photo of a man holding a baseball bat .,"shovel (0.55), broom (0.15), vacuum, vacuum cleaner (0.08), rifle (0.02), swab, swob, mop (0.02)","['TIME', 'TIME']","['night', 'night']",,,,"shovel (0.55), broom (0.15), vacuum, vacuum cleaner (0.08), rifle (0.02), swab, swob, mop (0.02)"
Newark,United States,In the TILT arcade doors won't unlock and appear to be stuck. At night when workers used to turn off all the games in the brake rooms (there are two of them) some of them would switch back on when turned off no one else was there to do so. One of the workers spent the night there after working late one night and heard a little girl screaming in his ear. Always having the feeling of being watched when alone. Some of people that have been there say they have seen a little girl in the emergency exit door way and just disappears through it.,Newpark Mall,California,CA,-122.000631,37.526336,-122.0402399,37.5296593,True,True,0161/01/13,6,Night,Other (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,In_the_TILT_arcade_doors_won_t_unlock_and_appear_t.png,a bathroom with a shower and a toilet .,"wardrobe, closet, press (0.44), vault (0.08), prison, prison house (0.05), sliding door (0.02)","['ORG', 'TIME', 'CARDINAL', 'CARDINAL', 'TIME', 'TIME']","['TILT', 'night', 'two', 'One', 'the night', 'late one night']",,,,"wardrobe, closet, press (0.44), vault (0.08), prison, prison house (0.05), sliding door (0.02)"
Newark,United States,"Anchor Blue - There is a ghost in the stockroom; it used to harass one of the female employees. It would push things over when she was in there alone. When in the office, we would hear loud crashes in the stock room, but when we would look on the camera, no one would be there. When in the stock room, you can hear the fitting room doors slamming shut when the area is empty. In the mornings, we would come in to hear the sensors beeping in the jean wall; we would dig through the piles, find the pair of jeans, and then turn the sensor off. Later on, the beeping would start up again, but in a completely different place on the wall.",Newpark Mall,California,CA,-122.000631,37.526336,-122.0402399,37.5296593,True,False,0161/01/13,0,Morning,Ghost (Male),Accident,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Anchor_Blue___There_is_a_ghost_in_the_stockroom__i.png,a room filled with lots of different types of luggage .,"library (0.78), bookshop, bookstore, bookstall (0.03), grocery store, grocery, food market, market (0.02)",,,,,,"library (0.78), bookshop, bookstore, bookstall (0.03), grocery store, grocery, food market, market (0.02)"
Springfield,United States,"The building that once was Technical High School has been demolished but, going back a few years ago the abandoned building used to be a popular hang out for school skipping teenagers from Commerce High. From those kids myself included reports of strange happenings have been reported. Large shadows/silhouettes of an abnormal human shape have been seen appearing in windows and changing floors in a blink of an eye. Inside the building noises like footsteps are heard in the attic from the third floor and bricks and other heavy obgects fly out of nowhere. This was more than an old building with creeks there is/was something very evil and most likely harmful inside this building. the grounds are still posted with no trespassing notices and police do take notice!",Old Technical High School Building (now demolished),Massachusetts,MA,,,-72.589811,42.1014831,True,True,2025/01/01,2,Unknown,Other (Male),Mystery,"2,760",25.7,4.88,21.1%,5.4,7.0,1.5,3.6,57.2%,68.4%,59.3%,40.7%,84.4%,1.88%,71022.0,5.635,7.607,2.61,29446.78571428572,164.85714285714286,152587.57142857142,129.0,123.0,Much Above Average,952.0,356.0,301.0,8.0,187.0,21.0,78.0,11.83,The_building_that_once_was_Technical_High_School_h.png,a large building with a clock on it,"library (0.49), prison, prison house (0.27), palace (0.10)","['ORG', 'DATE', 'ORG', 'ORDINAL']","['Technical High School', 'a few years ago', 'Commerce', 'third']",,,,"library (0.49), prison, prison house (0.27), palace (0.10)"
Springfield,United States,"Alumni Hall - James Naismith, inventor of basketball (which was invented at Springfield college), though deceased, has been spotted several times over the past years lurking around Alumni Hall. Most of the sightings have been reported on the third floor, room 374 where he once lived. Room 373 is the most dreaded room on the campus.",Springfield College,Massachusetts,MA,-72.5565631,42.1022292,-72.589811,42.1014831,False,False,1891/03/13,1,Unknown,Unknown (Male),Death,"2,760",25.7,4.88,21.1%,5.4,7.0,1.5,3.6,57.2%,68.4%,59.3%,40.7%,84.4%,1.88%,71022.0,5.635,7.607,2.61,29446.78571428572,164.85714285714286,152587.57142857142,129.0,123.0,Much Above Average,952.0,356.0,301.0,8.0,187.0,21.0,78.0,11.83,Alumni_Hall___James_Naismith__inventor_of_basketba.png,a black and white photo of a living room .,"cinema, movie theater, movie theatre, movie house, picture palace (0.34), television, television system (0.09), home theater, home theatre (0.06), prison, prison house (0.05), microwave, microwave oven (0.03)","['GPE', 'DATE', 'FAC', 'ORDINAL', 'CARDINAL', 'CARDINAL']","['Springfield', 'the past years', 'Alumni Hall', 'third', '374', '373']",Springfield,39.80172,-89.64371,"cinema, movie theater, movie theatre, movie house, picture palace (0.34), television, television system (0.09), home theater, home theatre (0.06), prison, prison house (0.05), microwave, microwave oven (0.03)"
Springfield,United States,"In the unused part of the park on the other side of Armory St. the water in the pond was much deeper. In the nineteen twenties two boys drown there. In the summer sometimes you can hear them laughing and splashing, even though nobody is in the water. Some say they have even seen the water move as though some one is swimming in it.",Van Horn Park,Massachusetts,MA,-72.590661,42.1262461,-72.589811,42.1014831,True,True,0735/03/13,1,Unknown,Unknown (Male),Unknown,"2,760",25.7,4.88,21.1%,5.4,7.0,1.5,3.6,57.2%,68.4%,59.3%,40.7%,84.4%,1.88%,71022.0,5.635,7.607,2.61,29446.78571428572,164.85714285714286,152587.57142857142,129.0,123.0,Much Above Average,952.0,356.0,301.0,8.0,187.0,21.0,78.0,11.83,In_the_unused_part_of_the_park_on_the_other_side_o.png,a black and white photo of a park bench,"lakeside, lakeshore (0.44), valley, vale (0.08), dam, dike, dyke (0.06), boathouse (0.05), park bench (0.04)","['LOC', 'DATE', 'DATE']","['Armory St.', 'nineteen twenties two', 'the summer']",Van Horn Park,42.12648,-72.59259,"lakeside, lakeshore (0.44), valley, vale (0.08), dam, dike, dyke (0.06), boathouse (0.05), park bench (0.04)"
